Random Seed: 123
train: Epoch: 0	
loading annotations into memory...
Done (t=0.58s)
creating index...
index created!
loading annotations into memory...
Done (t=15.94s)
creating index...
index created!
loading annotations into memory...
Done (t=0.50s)
creating index...
index created!
eta: 0:06:10  epoch: 0  step: 6900  mask_loss: 0.7071  ct_loss: 2.4111  wh_loss: 0.8963  py_loss: 4.5808  shape_loss: 0.4766  loss: 9.0718  data: 0.0279  batch: 0.8711  lr: 0.000100  max_mem: 13037
eta: 0:04:44  epoch: 0  step: 7000  mask_loss: 0.7107  ct_loss: 2.3599  wh_loss: 0.8517  py_loss: 4.2529  shape_loss: 0.4369  loss: 8.6122  data: 0.0308  batch: 0.8824  lr: 0.000100  max_mem: 13037
eta: 0:03:18  epoch: 0  step: 7100  mask_loss: 0.7202  ct_loss: 2.4265  wh_loss: 0.9473  py_loss: 4.9121  shape_loss: 0.5211  loss: 9.5272  data: 0.0290  batch: 0.8614  lr: 0.000100  max_mem: 13037
eta: 0:01:51  epoch: 0  step: 7200  mask_loss: 0.7137  ct_loss: 2.3616  wh_loss: 0.8192  py_loss: 4.1132  shape_loss: 0.4114  loss: 8.4190  data: 0.0272  batch: 0.8705  lr: 0.000100  max_mem: 13037
eta: 0:00:25  epoch: 0  step: 7300  mask_loss: 0.7126  ct_loss: 2.3353  wh_loss: 0.8860  py_loss: 4.5138  shape_loss: 0.4517  loss: 8.8994  data: 0.0275  batch: 0.8715  lr: 0.000100  max_mem: 13037
eta: 0:00:00  epoch: 0  step: 7329  mask_loss: 0.7133  ct_loss: 2.4323  wh_loss: 0.9957  py_loss: 5.0836  shape_loss: 0.5247  loss: 9.7496  data: 0.0252  batch: 0.8469  lr: 0.000100  max_mem: 13037
eta: 1:43:51  epoch: 1  step: 7430  mask_loss: 0.6985  ct_loss: 2.3394  wh_loss: 0.9590  py_loss: 4.9761  shape_loss: 0.5060  loss: 9.4789  data: 0.0275  batch: 0.8609  lr: 0.000100  max_mem: 13037
eta: 1:42:26  epoch: 1  step: 7530  mask_loss: 0.7222  ct_loss: 2.3380  wh_loss: 0.9330  py_loss: 4.7957  shape_loss: 0.4895  loss: 9.2784  data: 0.0251  batch: 0.8587  lr: 0.000100  max_mem: 13037
eta: 1:41:00  epoch: 1  step: 7630  mask_loss: 0.7246  ct_loss: 2.2790  wh_loss: 0.8328  py_loss: 4.1715  shape_loss: 0.4235  loss: 8.4313  data: 0.0269  batch: 0.8620  lr: 0.000100  max_mem: 13037
eta: 1:39:36  epoch: 1  step: 7730  mask_loss: 0.7106  ct_loss: 2.3315  wh_loss: 0.8377  py_loss: 4.2902  shape_loss: 0.4182  loss: 8.5882  data: 0.0278  batch: 0.8847  lr: 0.000100  max_mem: 13037
eta: 1:38:10  epoch: 1  step: 7830  mask_loss: 0.7041  ct_loss: 2.3536  wh_loss: 0.8433  py_loss: 4.2572  shape_loss: 0.4345  loss: 8.5928  data: 0.0272  batch: 0.8648  lr: 0.000100  max_mem: 13037
eta: 1:36:44  epoch: 1  step: 7930  mask_loss: 0.7126  ct_loss: 2.3488  wh_loss: 0.8320  py_loss: 4.2088  shape_loss: 0.4384  loss: 8.5405  data: 0.0275  batch: 0.8726  lr: 0.000100  max_mem: 13037
eta: 1:35:19  epoch: 1  step: 8030  mask_loss: 0.7236  ct_loss: 2.2592  wh_loss: 0.8930  py_loss: 4.6560  shape_loss: 0.4491  loss: 8.9809  data: 0.0307  batch: 0.8714  lr: 0.000100  max_mem: 13037
eta: 1:33:54  epoch: 1  step: 8130  mask_loss: 0.7052  ct_loss: 2.2529  wh_loss: 0.8136  py_loss: 4.1995  shape_loss: 0.4256  loss: 8.3968  data: 0.0290  batch: 0.8750  lr: 0.000100  max_mem: 13037
eta: 1:32:29  epoch: 1  step: 8230  mask_loss: 0.7150  ct_loss: 2.2565  wh_loss: 0.8718  py_loss: 4.4924  shape_loss: 0.4595  loss: 8.7953  data: 0.0294  batch: 0.8820  lr: 0.000100  max_mem: 13037
eta: 1:31:03  epoch: 1  step: 8330  mask_loss: 0.7255  ct_loss: 2.2878  wh_loss: 0.9243  py_loss: 4.8018  shape_loss: 0.4822  loss: 9.2215  data: 0.0272  batch: 0.8521  lr: 0.000100  max_mem: 13037
eta: 1:29:37  epoch: 1  step: 8430  mask_loss: 0.7123  ct_loss: 2.1746  wh_loss: 0.8201  py_loss: 4.1094  shape_loss: 0.4354  loss: 8.2519  data: 0.0283  batch: 0.8589  lr: 0.000100  max_mem: 13037
eta: 1:28:11  epoch: 1  step: 8530  mask_loss: 0.7103  ct_loss: 2.2759  wh_loss: 0.8615  py_loss: 4.4112  shape_loss: 0.4563  loss: 8.7151  data: 0.0302  batch: 0.8677  lr: 0.000100  max_mem: 13037
eta: 1:26:45  epoch: 1  step: 8630  mask_loss: 0.7391  ct_loss: 2.3213  wh_loss: 0.8826  py_loss: 4.4931  shape_loss: 0.4525  loss: 8.8886  data: 0.0287  batch: 0.8636  lr: 0.000100  max_mem: 13037
eta: 1:25:19  epoch: 1  step: 8730  mask_loss: 0.7052  ct_loss: 2.2776  wh_loss: 0.8633  py_loss: 4.3051  shape_loss: 0.4684  loss: 8.6197  data: 0.0294  batch: 0.8660  lr: 0.000100  max_mem: 13037
eta: 1:23:53  epoch: 1  step: 8830  mask_loss: 0.7008  ct_loss: 2.1844  wh_loss: 0.8187  py_loss: 4.1678  shape_loss: 0.4384  loss: 8.3102  data: 0.0304  batch: 0.8826  lr: 0.000100  max_mem: 13037
eta: 1:22:28  epoch: 1  step: 8930  mask_loss: 0.7099  ct_loss: 2.3223  wh_loss: 0.8955  py_loss: 4.6076  shape_loss: 0.4578  loss: 8.9930  data: 0.0285  batch: 0.8881  lr: 0.000100  max_mem: 13037
eta: 1:21:02  epoch: 1  step: 9030  mask_loss: 0.7124  ct_loss: 2.3021  wh_loss: 0.8110  py_loss: 4.0662  shape_loss: 0.4197  loss: 8.3114  data: 0.0296  batch: 0.8777  lr: 0.000100  max_mem: 13037
eta: 1:19:36  epoch: 1  step: 9130  mask_loss: 0.6976  ct_loss: 2.3091  wh_loss: 0.8253  py_loss: 4.1630  shape_loss: 0.4267  loss: 8.4217  data: 0.0282  batch: 0.8780  lr: 0.000100  max_mem: 13037
eta: 1:18:10  epoch: 1  step: 9230  mask_loss: 0.7069  ct_loss: 2.2259  wh_loss: 0.8416  py_loss: 4.2482  shape_loss: 0.4536  loss: 8.4762  data: 0.0303  batch: 0.8731  lr: 0.000100  max_mem: 13037
eta: 1:16:45  epoch: 1  step: 9330  mask_loss: 0.7063  ct_loss: 2.3140  wh_loss: 0.8507  py_loss: 4.3412  shape_loss: 0.4483  loss: 8.6605  data: 0.0294  batch: 0.8788  lr: 0.000100  max_mem: 13037
eta: 1:15:18  epoch: 1  step: 9430  mask_loss: 0.7133  ct_loss: 2.2542  wh_loss: 0.9221  py_loss: 4.9520  shape_loss: 0.4951  loss: 9.3368  data: 0.0279  batch: 0.8704  lr: 0.000100  max_mem: 13037
eta: 1:13:53  epoch: 1  step: 9530  mask_loss: 0.7054  ct_loss: 2.2459  wh_loss: 0.8337  py_loss: 4.3458  shape_loss: 0.4463  loss: 8.5771  data: 0.0289  batch: 0.8847  lr: 0.000100  max_mem: 13037
